1:STD:ASSIGN:<NO-OP>:org.jfree.chart.util.RectangleInsets:37:1902273207559319996L |==> 0L
1011:LVR:<CLASS>:<NULL>:org.jfree.chart.text.TextAnchor:69:"TextAnchor.TOP_RIGHT" |==> null
1012:LVR:<CLASS>:<NULL>:org.jfree.chart.text.TextAnchor:73:"TextAnchor.HALF_ASCENT_LEFT" |==> null
1013:LVR:<CLASS>:<NULL>:org.jfree.chart.text.TextAnchor:77:"TextAnchor.HALF_ASCENT_CENTER" |==> null
1014:LVR:<CLASS>:<NULL>:org.jfree.chart.text.TextAnchor:81:"TextAnchor.HALF_ASCENT_RIGHT" |==> null
1015:LVR:<CLASS>:<NULL>:org.jfree.chart.text.TextAnchor:85:"TextAnchor.CENTER_LEFT" |==> null
1016:LVR:<CLASS>:<NULL>:org.jfree.chart.text.TextAnchor:88:"TextAnchor.CENTER" |==> null
1017:LVR:<CLASS>:<NULL>:org.jfree.chart.text.TextAnchor:92:"TextAnchor.CENTER_RIGHT" |==> null
1018:LVR:<CLASS>:<NULL>:org.jfree.chart.text.TextAnchor:96:"TextAnchor.BASELINE_LEFT" |==> null
1019:LVR:<CLASS>:<NULL>:org.jfree.chart.text.TextAnchor:100:"TextAnchor.BASELINE_CENTER" |==> null
1020:LVR:<CLASS>:<NULL>:org.jfree.chart.text.TextAnchor:104:"TextAnchor.BASELINE_RIGHT" |==> null
1021:LVR:<CLASS>:<NULL>:org.jfree.chart.text.TextAnchor:108:"TextAnchor.BOTTOM_LEFT" |==> null
1022:LVR:<CLASS>:<NULL>:org.jfree.chart.text.TextAnchor:112:"TextAnchor.BOTTOM_CENTER" |==> null
1023:LVR:<CLASS>:<NULL>:org.jfree.chart.text.TextAnchor:116:"TextAnchor.BOTTOM_RIGHT" |==> null
1024:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.text.TextAnchor@<init>:127:this.name = name |==> <NO-OP>
1025:STD:CALL:<NO-OP>:org.jfree.chart.text.TextAnchor@toString:136:this.name |==> null
1026:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.jfree.chart.text.TextAnchor@equals:149:this == obj |==> false
1027:LVR:TRUE:FALSE:org.jfree.chart.text.TextAnchor@equals:150:true |==> false
1028:LVR:FALSE:TRUE:org.jfree.chart.text.TextAnchor@equals:153:false |==> true
1029:STD:ASSIGN:<NO-OP>:org.jfree.chart.text.TextAnchor@equals:156:(TextAnchor)obj |==> null
1030:COR:this.name.equals(order.name):TRUE:org.jfree.chart.text.TextAnchor@equals:157:this.name.equals(order.name) |==> false
1031:COR:this.name.equals(order.name):FALSE:org.jfree.chart.text.TextAnchor@equals:157:this.name.equals(order.name) |==> true
1032:LVR:FALSE:TRUE:org.jfree.chart.text.TextAnchor@equals:158:false |==> true
1033:LVR:TRUE:FALSE:org.jfree.chart.text.TextAnchor@equals:161:true |==> false
1034:STD:CALL:<NO-OP>:org.jfree.chart.text.TextAnchor@hashCode:170:this.name.hashCode() |==> 0
1035:COR:this.equals(TextAnchor.TOP_LEFT):TRUE:org.jfree.chart.text.TextAnchor@readResolve:182:this.equals(TextAnchor.TOP_LEFT) |==> false
1036:COR:this.equals(TextAnchor.TOP_LEFT):FALSE:org.jfree.chart.text.TextAnchor@readResolve:182:this.equals(TextAnchor.TOP_LEFT) |==> true
1037:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.text.TextAnchor@readResolve:183:result = TextAnchor.TOP_LEFT |==> <NO-OP>
1038:COR:this.equals(TextAnchor.TOP_CENTER):TRUE:org.jfree.chart.text.TextAnchor@readResolve:185:this.equals(TextAnchor.TOP_CENTER) |==> false
1039:COR:this.equals(TextAnchor.TOP_CENTER):FALSE:org.jfree.chart.text.TextAnchor@readResolve:185:this.equals(TextAnchor.TOP_CENTER) |==> true
1040:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.text.TextAnchor@readResolve:186:result = TextAnchor.TOP_CENTER |==> <NO-OP>
1041:COR:this.equals(TextAnchor.TOP_RIGHT):TRUE:org.jfree.chart.text.TextAnchor@readResolve:188:this.equals(TextAnchor.TOP_RIGHT) |==> false
1042:COR:this.equals(TextAnchor.TOP_RIGHT):FALSE:org.jfree.chart.text.TextAnchor@readResolve:188:this.equals(TextAnchor.TOP_RIGHT) |==> true
1043:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.text.TextAnchor@readResolve:189:result = TextAnchor.TOP_RIGHT |==> <NO-OP>
1044:COR:this.equals(TextAnchor.BOTTOM_LEFT):TRUE:org.jfree.chart.text.TextAnchor@readResolve:191:this.equals(TextAnchor.BOTTOM_LEFT) |==> false
1045:COR:this.equals(TextAnchor.BOTTOM_LEFT):FALSE:org.jfree.chart.text.TextAnchor@readResolve:191:this.equals(TextAnchor.BOTTOM_LEFT) |==> true
1046:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.text.TextAnchor@readResolve:192:result = TextAnchor.BOTTOM_LEFT |==> <NO-OP>
1047:COR:this.equals(TextAnchor.BOTTOM_CENTER):TRUE:org.jfree.chart.text.TextAnchor@readResolve:194:this.equals(TextAnchor.BOTTOM_CENTER) |==> false
1048:COR:this.equals(TextAnchor.BOTTOM_CENTER):FALSE:org.jfree.chart.text.TextAnchor@readResolve:194:this.equals(TextAnchor.BOTTOM_CENTER) |==> true
1049:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.text.TextAnchor@readResolve:195:result = TextAnchor.BOTTOM_CENTER |==> <NO-OP>
1050:COR:this.equals(TextAnchor.BOTTOM_RIGHT):TRUE:org.jfree.chart.text.TextAnchor@readResolve:197:this.equals(TextAnchor.BOTTOM_RIGHT) |==> false
1051:COR:this.equals(TextAnchor.BOTTOM_RIGHT):FALSE:org.jfree.chart.text.TextAnchor@readResolve:197:this.equals(TextAnchor.BOTTOM_RIGHT) |==> true
1052:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.text.TextAnchor@readResolve:198:result = TextAnchor.BOTTOM_RIGHT |==> <NO-OP>
1053:COR:this.equals(TextAnchor.BASELINE_LEFT):TRUE:org.jfree.chart.text.TextAnchor@readResolve:200:this.equals(TextAnchor.BASELINE_LEFT) |==> false
1054:COR:this.equals(TextAnchor.BASELINE_LEFT):FALSE:org.jfree.chart.text.TextAnchor@readResolve:200:this.equals(TextAnchor.BASELINE_LEFT) |==> true
1055:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.text.TextAnchor@readResolve:201:result = TextAnchor.BASELINE_LEFT |==> <NO-OP>
1056:COR:this.equals(TextAnchor.BASELINE_CENTER):TRUE:org.jfree.chart.text.TextAnchor@readResolve:203:this.equals(TextAnchor.BASELINE_CENTER) |==> false
1057:COR:this.equals(TextAnchor.BASELINE_CENTER):FALSE:org.jfree.chart.text.TextAnchor@readResolve:203:this.equals(TextAnchor.BASELINE_CENTER) |==> true
1058:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.text.TextAnchor@readResolve:204:result = TextAnchor.BASELINE_CENTER |==> <NO-OP>
1059:COR:this.equals(TextAnchor.BASELINE_RIGHT):TRUE:org.jfree.chart.text.TextAnchor@readResolve:206:this.equals(TextAnchor.BASELINE_RIGHT) |==> false
1060:COR:this.equals(TextAnchor.BASELINE_RIGHT):FALSE:org.jfree.chart.text.TextAnchor@readResolve:206:this.equals(TextAnchor.BASELINE_RIGHT) |==> true
1061:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.text.TextAnchor@readResolve:207:result = TextAnchor.BASELINE_RIGHT |==> <NO-OP>
1062:COR:this.equals(TextAnchor.CENTER_LEFT):TRUE:org.jfree.chart.text.TextAnchor@readResolve:209:this.equals(TextAnchor.CENTER_LEFT) |==> false
1063:COR:this.equals(TextAnchor.CENTER_LEFT):FALSE:org.jfree.chart.text.TextAnchor@readResolve:209:this.equals(TextAnchor.CENTER_LEFT) |==> true
1064:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.text.TextAnchor@readResolve:210:result = TextAnchor.CENTER_LEFT |==> <NO-OP>
1065:COR:this.equals(TextAnchor.CENTER):TRUE:org.jfree.chart.text.TextAnchor@readResolve:212:this.equals(TextAnchor.CENTER) |==> false
1066:COR:this.equals(TextAnchor.CENTER):FALSE:org.jfree.chart.text.TextAnchor@readResolve:212:this.equals(TextAnchor.CENTER) |==> true
1067:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.text.TextAnchor@readResolve:213:result = TextAnchor.CENTER |==> <NO-OP>
1068:COR:this.equals(TextAnchor.CENTER_RIGHT):TRUE:org.jfree.chart.text.TextAnchor@readResolve:215:this.equals(TextAnchor.CENTER_RIGHT) |==> false
1069:COR:this.equals(TextAnchor.CENTER_RIGHT):FALSE:org.jfree.chart.text.TextAnchor@readResolve:215:this.equals(TextAnchor.CENTER_RIGHT) |==> true
1070:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.text.TextAnchor@readResolve:216:result = TextAnchor.CENTER_RIGHT |==> <NO-OP>
1071:COR:this.equals(TextAnchor.HALF_ASCENT_LEFT):TRUE:org.jfree.chart.text.TextAnchor@readResolve:218:this.equals(TextAnchor.HALF_ASCENT_LEFT) |==> false
1072:COR:this.equals(TextAnchor.HALF_ASCENT_LEFT):FALSE:org.jfree.chart.text.TextAnchor@readResolve:218:this.equals(TextAnchor.HALF_ASCENT_LEFT) |==> true
1073:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.text.TextAnchor@readResolve:219:result = TextAnchor.HALF_ASCENT_LEFT |==> <NO-OP>
1074:COR:this.equals(TextAnchor.HALF_ASCENT_CENTER):TRUE:org.jfree.chart.text.TextAnchor@readResolve:221:this.equals(TextAnchor.HALF_ASCENT_CENTER) |==> false
1075:COR:this.equals(TextAnchor.HALF_ASCENT_CENTER):FALSE:org.jfree.chart.text.TextAnchor@readResolve:221:this.equals(TextAnchor.HALF_ASCENT_CENTER) |==> true
1076:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.text.TextAnchor@readResolve:222:result = TextAnchor.HALF_ASCENT_CENTER |==> <NO-OP>
1077:COR:this.equals(TextAnchor.HALF_ASCENT_RIGHT):TRUE:org.jfree.chart.text.TextAnchor@readResolve:224:this.equals(TextAnchor.HALF_ASCENT_RIGHT) |==> false
1078:COR:this.equals(TextAnchor.HALF_ASCENT_RIGHT):FALSE:org.jfree.chart.text.TextAnchor@readResolve:224:this.equals(TextAnchor.HALF_ASCENT_RIGHT) |==> true
1079:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.text.TextAnchor@readResolve:225:result = TextAnchor.HALF_ASCENT_RIGHT |==> <NO-OP>
1080:STD:CALL:<NO-OP>:org.jfree.chart.text.TextAnchor@readResolve:227:result |==> null
1081:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.plot.ValueMarker@<init>:69:this.value = value |==> <NO-OP>
1082:LVR:POS:0:org.jfree.chart.plot.ValueMarker@<init>:80:1.0F |==> 0.0F
1083:LVR:POS:NEG:org.jfree.chart.plot.ValueMarker@<init>:80:1.0F |==> -1.0F
1084:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.plot.ValueMarker@<init>:96:this.value = value |==> <NO-OP>
1085:STD:CALL:<NO-OP>:org.jfree.chart.plot.ValueMarker@getValue:107:this.value |==> 0.0
1086:STD:<ASSIGN>:<NO-OP>:org.jfree.chart.plot.ValueMarker@setValue:121:this.value = value |==> <NO-OP>
1087:STD:<CALL>:<NO-OP>:org.jfree.chart.plot.ValueMarker@setValue:122:notifyListeners(new MarkerChangeEvent(this)) |==> <NO-OP>
1088:ROR:==(java.lang.Object,java.lang.Object):FALSE(java.lang.Object,java.lang.Object):org.jfree.chart.plot.ValueMarker@equals:141:obj == this |==> false
1089:LVR:TRUE:FALSE:org.jfree.chart.plot.ValueMarker@equals:142:true |==> false
1090:COR:super.equals(obj):TRUE:org.jfree.chart.plot.ValueMarker@equals:144:super.equals(obj) |==> false
1091:COR:super.equals(obj):FALSE:org.jfree.chart.plot.ValueMarker@equals:144:super.equals(obj) |==> true
1092:LVR:FALSE:TRUE:org.jfree.chart.plot.ValueMarker@equals:145:false |==> true
1093:LVR:FALSE:TRUE:org.jfree.chart.plot.ValueMarker@equals:148:false |==> true
1094:STD:ASSIGN:<NO-OP>:org.jfree.chart.plot.ValueMarker@equals:150:(ValueMarker)obj |==> null
1095:ROR:!=(double,double):<(double,double):org.jfree.chart.plot.ValueMarker@equals:151:this.value != that.value |==> this.value < that.value
1096:ROR:!=(double,double):>(double,double):org.jfree.chart.plot.ValueMarker@equals:151:this.value != that.value |==> this.value > that.value
1097:ROR:!=(double,double):TRUE(double,double):org.jfree.chart.plot.ValueMarker@equals:151:this.value != that.value |==> true
1098:LVR:FALSE:TRUE:org.jfree.chart.plot.ValueMarker@equals:152:false |==> true
1099:LVR:TRUE:FALSE:org.jfree.chart.plot.ValueMarker@equals:154:true |==> false
